0.0,0.0,0.
0.0,0.0,0.
0.0,0.0,0.
0.0,0.0,0.
0.0,0.0,0.
0.0,0.0,0.
0.0,0.0,0.
0.0,0.0,0.
0.0,0.0,0.
0.0,0.0,0.
0.0,31.0,0.
0.0,31.0,0.
0.0,30.0,0.
0.0,30.0,0.
0.0,33.0,0.
0.0,34.0,0.
0.0,25.0,0.
0.0,23.0,0.
0.0,29.0,0.
0.0,23.0,0.
0.0,20.0,0.
0.0,20.0,0.
0.0,19.0,0.
0.0,19.0,0.
0.0,19.0,0.
0.0,19.0,0.
0.0,0.0,0.
0.0,8.0,0.
-0.0,7.0,0.
-0.0,0.0,0.
-0.0,0.0,0.
-0.0,0.0,0.
-0.0,0.0,0.
-0.0,0.0,0.
-0.0,0.0,0.
-0.0,0.0,0.
-0.0,97.0,0.
-0.0,96.0,0.
-0.0,33.0,0.
-0.0,33.0,0.
-0.0,25.0,0.
-0.0,23.0,0.
-0.0,22.0,0.
-0.0,22.0,0.
-0.0,22.0,0.
-0.0,21.0,0.
-0.0,22.0,0.
-0.0,22.0,0.
-0.0,22.0,0.
-0.0,22.0,0.
-0.0,23.0,0.
-0.0,52.0,0.
-0.0,95.0,0.
-0.0,95.0,0.
-0.0,96.0,0.
-0.0,96.0,-0.
-0.0,0.0,-0.
-0.0,0.0,-0.
-0.0,0.0,-0.
-0.0,0.0,-0.
-0.0,72.0,-0.
-0.0,68.0,-0.
-0.0,68.0,-0.
-0.0,68.0,-0.
-0.0,69.0,-0.
-0.0,69.0,-0.
-0.0,43.0,-0.
-0.0,52.0,-0.
-0.0,12.0,-0.
-0.0,11.0,-0.
-0.0,10.0,-0.
-0.0,9.0,-0.
-0.0,8.0,-0.
-0.0,8.0,-0.
-0.0,8.0,-0.
-0.0,8.0,-0.
-0.0,8.0,-0.
-0.0,8.0,-0.
-0.0,7.0,-0.
-0.0,7.0,-0.
-0.0,8.0,-0.
-0.0,8.0,-0.
-0.0,9.0,-0.
0.0,10.0,-0.
0.0,14.0,-0.
0.0,24.0,-0.
0.0,15.0,-0.
0.0,15.0,-0.
0.0,23.0,-0.
0.0,23.0,-0.
0.0,24.0,-0.
0.0,23.0,-0.
0.0,24.0,-0.
0.0,25.0,-0.
0.0,7.0,-0.
0.0,7.0,-0.
0.0,6.0,-0.
0.0,6.0,-0.
0.0,6.0,-0.
0.0,6.0,-0.
0.0,0.0,-0.
0.0,0.0,-0.
0.0,6.0,-0.
0.0,0.0,-0.
0.0,0.0,-0.
0.0,0.0,-0.
0.0,0.0,-0.
0.0,0.0,-0.
0.0,6.0,-0.
0.0,8.0,-0.
0.0,0.0,0.
0.0,0.0,-0.
0.6934263,7.969558,-0.07288217
0.0,0.0,-0.
0.0,0.0,-0.
0.0,0.0,-0.
0.0,0.0,-0.
0.0,0.0,-0.
0.0,0.0,-0.
0.5335969,6.973363,-0.2957774
3.9173496,52.79832,-2.447831
2.0448036,28.889647,-1.485637
1.896516,27.893452,-1.535769
1.8135414,27.893452,-1.6329
1.6639669,26.897257,-1.663967
1.5438409,26.897257,-1.775986
1.4487777,26.897257,-1.854350
1.2997521,25.901062,-1.85623
1.1084526,23.908672,-1.77389
0.9410944,22.91248,-1.769940
0.8471728,22.91248,-1.816768
0.7509292,22.91248,-1.858616
0.61945015,22.91248,-1.906470
0.360921,15.939116,-1.346975
0.25368947,13.946726,-1.193516
0.32722002,23.908672,-2.06598
0.18230695,23.908672,-2.08377
0.042583447,13.946726,-1.219437
-0.03802669,24.904867,-2.178561
-0.05471715,8.965753,-0.7824908
-0.10916773,8.965753,-0.776767
-0.13304068,7.969558,-0.6844355
-0.16867907,7.969558,-0.676534
-0.18852828,6.973363,-0.580230
-0.21863665,6.973363,-0.569568
-0.24814601,6.973363,-0.5573450
-0.2769752,6.973363,-0.543594
-0.3142198,6.973363,-0.522949
-0.38989496,7.969558,-0.5780430
-0.41961315,7.969558,-0.5568452
-0.44818094,7.969558,-0.534121
-0.5448912,8.965753,-0.5642513
-0.5736751,8.965753,-0.5349605
-0.6676517,9.961947,-0.560226
-0.7756153,10.958142,-0.563517
-8.40592,114.56239,-5.458867
-4.0003915,52.79832,-2.309626
-9.707042,124.52434,-4.94598
-5.6159096,69.73363,-2.38381
-5.569173,67.74124,-2.027013
-5.667626,67.74124,-1.732767
-5.5814114,65.74885,-1.391601
-5.75072,66.74505,-1.014007
-0.0,0.0,-0.
-0.0,0.0,-0.
-0.0,0.0,-0.
-0.0,0.0,0.
-8.321116,95.63469,0.874584
-8.26394,95.63469,1.308879
-8.067584,94.6385,1.862549
-7.959049,94.6385,2.282220
-7.8287,94.6385,2.695637
-7.6768913,94.6385,3.101666
-1.7233713,21.916285,0.840544
-1.6770189,21.916285,0.9295864
-1.6260695,21.916285,1.016081
-1.5512305,21.916285,1.127034
-1.4901198,21.916285,1.206675
-1.4249253,21.916285,1.283008
-1.3558251,21.916285,1.355825
-1.2579447,21.916285,1.447099
-0.37560898,6.973363,0.4807576
-0.34993333,6.973363,0.4997565
-0.27711305,5.977168,0.4434735
-0.28642,6.973363,0.5386776
-0.29466888,7.969558,0.631919
-0.1958947,5.977168,0.4848563
-0.0,0.0,0.
-0.0,0.0,0.
-0.32617244,17.931505,1.534521
-0.24541488,17.931505,1.549488
-0.12913412,16.93531,1.476009
-0.051708702,16.93531,1.480745
0.027379356,17.931505,1.568564
0.10943424,17.931505,1.564981
0.21833523,17.931505,1.553535
0.2993419,17.931505,1.539979
0.40061274,18.9277,1.6067
0.51171947,18.9277,1.574910
0.6246765,19.923895,1.627337
0.70898855,19.923895,1.592414
1.30574,32.874424,2.56265
1.4364327,31.878231,2.390625
1.1696849,23.908672,1.73412
